"sample","UMAP1","UMAP2","source","lineage"
"TCGA-BR-8077-01",-1.42209087619734,2.35335379485382,"patient tumor","gastric"
"TCGA-BR-8078-01",-1.15181426582292,3.47464076032441,"patient tumor","gastric"
"TCGA-BR-8080-01",-2.82554499700331,2.22148376341561,"patient tumor","gastric"
"TCGA-BR-8081-01",-0.997355560960591,3.2934863980073,"patient tumor","gastric"
"TCGA-BR-8284-01",-2.5188872675081,3.13222078067048,"patient tumor","gastric"
"TCGA-BR-8286-01",-1.81771665009437,3.59383896778345,"patient tumor","gastric"
"TCGA-BR-8289-01",-2.80787860090073,2.50540269116139,"patient tumor","gastric"
"TCGA-BR-8291-01",-2.95659075340106,2.4983259750415,"patient tumor","gastric"
"TCGA-BR-8295-01",-1.51062838486582,1.81277114585348,"patient tumor","gastric"
"TCGA-BR-8296-01",-2.39398001275141,3.31776313486326,"patient tumor","gastric"
"TCGA-BR-8297-01",-3.56337071118905,2.0359121760456,"patient tumor","gastric"
"TCGA-BR-8361-01",-1.0432620199987,3.54040640365319,"patient tumor","gastric"
"TCGA-BR-8362-01",-2.74571854237638,2.24962297622257,"patient tumor","gastric"
"TCGA-BR-8363-01",-1.2221338696485,3.27545395092913,"patient tumor","gastric"
"TCGA-BR-8364-01",-3.38824674013891,2.12344916129427,"patient tumor","gastric"
"TCGA-BR-8365-01",-3.8010845624196,1.94632835484073,"patient tumor","gastric"
"TCGA-BR-8366-01",-2.8890214692178,3.17570781430544,"patient tumor","gastric"
"TCGA-BR-8367-01",-2.90636347081302,2.36339704099474,"patient tumor","gastric"
"TCGA-BR-8368-01",-1.12105694770048,4.11867813222281,"patient tumor","gastric"
"TCGA-BR-8369-01",-2.80161231705148,2.41483354659596,"patient tumor","gastric"
"TCGA-BR-8371-01",-3.95974228551083,1.839901675382,"patient tumor","gastric"
"TCGA-BR-8372-01",-0.135900730853472,3.61491119209594,"patient tumor","gastric"
"TCGA-BR-8373-01",-1.76177073214577,2.11434784626993,"patient tumor","gastric"
"TCGA-BR-8380-01",-3.63563459020646,1.96861004200749,"patient tumor","gastric"
"TCGA-BR-8381-01",-2.91541649138448,3.35066432619035,"patient tumor","gastric"
"TCGA-BR-8382-01",-1.03358194806382,3.37405349759872,"patient tumor","gastric"
"TCGA-BR-8384-01",-3.91498437194045,1.8867598180241,"patient tumor","gastric"
"TCGA-BR-8483-01",-1.15845095254481,2.71636213396825,"patient tumor","gastric"
"TCGA-BR-8484-01",-2.5456384248765,3.2937634598123,"patient tumor","gastric"
"TCGA-BR-8485-01",-1.56892778792111,2.04143613299308,"patient tumor","gastric"
"TCGA-BR-8486-01",-1.55351871686028,2.70685336864373,"patient tumor","gastric"
"TCGA-BR-8487-01",-1.11728530519669,3.6083883532296,"patient tumor","gastric"
"TCGA-BR-8588-01",-2.38027689035643,2.81431398348676,"patient tumor","gastric"
"TCGA-BR-8589-01",-2.92196330426842,3.81130100511039,"patient tumor","gastric"
"TCGA-BR-8590-01",-2.68850060064318,2.52544204153938,"patient tumor","gastric"
"TCGA-BR-8591-01",-1.04819537962961,3.65370203831764,"patient tumor","gastric"
"TCGA-BR-8592-01",-3.69576193680002,1.93415205030668,"patient tumor","gastric"
"TCGA-BR-8676-01",-2.88994456098742,3.7238509543829,"patient tumor","gastric"
"TCGA-BR-8677-01",-2.86264292465847,2.86794085817018,"patient tumor","gastric"
"TCGA-BR-8678-01",-0.306902692150073,2.08515005609069,"patient tumor","gastric"
"TCGA-BR-8679-01",-1.52020767440991,3.07726631665376,"patient tumor","gastric"
"TCGA-BR-8680-01",2.49072596782344,1.87284568395775,"patient tumor","gastric"
"TCGA-BR-8682-01",-2.90232881659009,2.22488229285599,"patient tumor","gastric"
"TCGA-BR-8683-01",-2.61410663280091,2.33790034272585,"patient tumor","gastric"
"TCGA-BR-8686-01",-2.99094009891599,3.10110876937028,"patient tumor","gastric"
"TCGA-BR-8687-01",-2.24140029877893,3.48686987865795,"patient tumor","gastric"
"TCGA-BR-8690-01",-1.31348579742783,2.62241744950402,"patient tumor","gastric"
"TCGA-BR-A44T-01",-3.78498879013851,1.93638840555567,"patient tumor","gastric"
"TCGA-BR-A44U-01",1.28336542440635,1.86394258829944,"patient tumor","gastric"
"TCGA-BR-A452-01",-0.246065448327642,2.06283043164224,"patient tumor","gastric"
"TCGA-BR-A453-01",-4.20232319163161,1.74442982546904,"patient tumor","gastric"
"TCGA-BR-A4CR-01",-1.54097524720726,2.0718034923673,"patient tumor","gastric"
"TCGA-BR-A4CS-01",-1.671553546116,3.03096290794907,"patient tumor","gastric"
"TCGA-BR-A4IU-01",-3.61139393334591,2.00873862687272,"patient tumor","gastric"
"TCGA-BR-A4IV-01",-4.03866869722241,1.79712293752292,"patient tumor","gastric"
"TCGA-BR-A4IY-01",-7.59193065862627,4.663208552393,"patient tumor","gastric"
"TCGA-BR-A4IZ-01",-3.31108246191414,2.21276200037899,"patient tumor","gastric"
"TCGA-BR-A4J1-01",-1.46525793349643,1.89253557215289,"patient tumor","gastric"
"TCGA-BR-A4J2-01",-3.19603714199703,2.38406302913976,"patient tumor","gastric"
"TCGA-BR-A4J4-01",-2.84652979494727,3.37991134723618,"patient tumor","gastric"
"TCGA-BR-A4J5-01",-2.87206920929005,2.1929624108274,"patient tumor","gastric"
"TCGA-BR-A4J6-01",-2.06003303423456,3.00735815448883,"patient tumor","gastric"
"TCGA-BR-A4J7-01",-3.69695812089548,2.01226715017661,"patient tumor","gastric"
"TCGA-BR-A4J8-01",-2.6820544486521,2.42663775009774,"patient tumor","gastric"
"TCGA-BR-A4J9-01",-3.962911560843,1.84160201160266,"patient tumor","gastric"
"TCGA-BR-A4PD-01",-2.08651689006666,3.76078617533252,"patient tumor","gastric"
"TCGA-BR-A4PE-01",-1.55432000780907,3.69935123464217,"patient tumor","gastric"
"TCGA-BR-A4PF-01",-0.593211204124848,3.72207406631054,"patient tumor","gastric"
"TCGA-BR-A4QI-01",-1.03003497356964,2.98852259846661,"patient tumor","gastric"
"TCGA-BR-A4QL-01",-0.536630546960666,3.85527332191716,"patient tumor","gastric"
"TCGA-BR-A4QM-01",-0.844039486745709,3.17065648340005,"patient tumor","gastric"
"TCGA-CD-5798-01",-2.48628247781078,2.21575516095372,"patient tumor","gastric"
"TCGA-CD-5799-01",-1.25783914852014,3.28527009361836,"patient tumor","gastric"
"TCGA-CD-5800-01",-1.43351962872086,2.41557119711652,"patient tumor","gastric"
"TCGA-CD-5801-01",-2.86300565587183,3.64038176850016,"patient tumor","gastric"
"TCGA-CD-5803-01",-3.16265729680914,2.4039178829528,"patient tumor","gastric"
"TCGA-CD-5804-01",-1.88845868717631,2.82473731796763,"patient tumor","gastric"
"TCGA-CD-5813-01",-3.12564260879519,2.2048860547542,"patient tumor","gastric"
"TCGA-CD-8524-01",-2.77416828468867,2.62667158931436,"patient tumor","gastric"
"TCGA-CD-8525-01",-1.69138807327963,2.72832227134696,"patient tumor","gastric"
"TCGA-CD-8526-01",-1.47866094967637,1.79214204683189,"patient tumor","gastric"
"TCGA-CD-8527-01",-1.74464991508629,2.74055253069978,"patient tumor","gastric"
"TCGA-CD-8528-01",-0.889863582227466,3.65120056428019,"patient tumor","gastric"
"TCGA-CD-8529-01",-2.51553125160407,2.63670904716899,"patient tumor","gastric"
"TCGA-CD-8530-01",-2.94576204185959,2.44677838792665,"patient tumor","gastric"
"TCGA-CD-8531-01",-3.54553236427598,-0.0970631541663,"patient tumor","gastric"
"TCGA-CD-8532-01",-2.53258297666421,3.1256265471548,"patient tumor","gastric"
"TCGA-CD-8533-01",-1.52223163309579,1.87119501329124,"patient tumor","gastric"
"TCGA-CD-8534-01",-2.33103430244383,3.06355034712893,"patient tumor","gastric"
"TCGA-CD-8535-01",-0.30073996651612,2.17016284797143,"patient tumor","gastric"
"TCGA-CD-8536-01",-0.992711590776322,3.57304505995867,"patient tumor","gastric"
"TCGA-CD-A486-01",-1.5775394630721,2.45872395828522,"patient tumor","gastric"
"TCGA-CD-A487-01",-1.81426295509073,2.77398732724419,"patient tumor","gastric"
"TCGA-CD-A489-01",-3.6898724651643,1.97978758849141,"patient tumor","gastric"
"TCGA-CD-A48A-01",-1.29520798970476,2.56884031770395,"patient tumor","gastric"
"TCGA-CD-A48C-01",-1.91181634726993,2.91544785468616,"patient tumor","gastric"
"TCGA-CD-A4MG-01",-0.672015147561535,3.4169790564456,"patient tumor","gastric"
"TCGA-CD-A4MH-01",-1.45270673550753,2.10720143094659,"patient tumor","gastric"
"TCGA-CD-A4MI-01",-3.45405831639289,2.16939769765385,"patient tumor","gastric"
"TCGA-CD-A4MJ-01",-0.902869000459577,3.70638025517853,"patient tumor","gastric"
"TCGA-CG-4301-01",-2.42531664645891,3.00318479810536,"patient tumor","gastric"
"TCGA-CG-4304-01",-1.88141810060845,3.12718933245932,"patient tumor","gastric"
"TCGA-CG-4305-01",-1.52979244317174,3.16162141551727,"patient tumor","gastric"
"TCGA-CG-4306-01",-1.56911942079778,3.35083738728771,"patient tumor","gastric"
"TCGA-CG-4436-01",2.56126211107387,2.24462405510418,"patient tumor","gastric"
"TCGA-CG-4437-01",-1.33105141933223,3.29682133132703,"patient tumor","gastric"
"TCGA-CG-4438-01",-1.18501119111289,3.00884537671873,"patient tumor","gastric"
"TCGA-CG-4440-01",-1.04292750889065,3.24167249479426,"patient tumor","gastric"
"TCGA-CG-4441-01",-1.6124018777616,3.44345592686801,"patient tumor","gastric"
"TCGA-CG-4442-01",-1.22934266704176,3.539551389239,"patient tumor","gastric"
"TCGA-CG-4443-01",-0.359890427850775,2.26615445472389,"patient tumor","gastric"
"TCGA-CG-4444-01",-1.24759556089281,3.0050637293851,"patient tumor","gastric"
"TCGA-CG-4449-01",-2.37505425958555,2.89258661152914,"patient tumor","gastric"
"TCGA-CG-4460-01",-2.39573749792242,3.19718119156034,"patient tumor","gastric"
"TCGA-CG-4462-01",-2.80642939887881,2.54250339280648,"patient tumor","gastric"
"TCGA-CG-4465-01",-0.93910050544757,3.38820923045435,"patient tumor","gastric"
"TCGA-CG-4466-01",1.89611764813119,3.19700676909721,"patient tumor","gastric"
"TCGA-CG-4469-01",-0.916853022398441,3.54554601281779,"patient tumor","gastric"
"TCGA-CG-4472-01",-2.7172382115976,2.63788252098534,"patient tumor","gastric"
"TCGA-CG-4474-01",-1.47110587702436,3.08538996833668,"patient tumor","gastric"
"TCGA-CG-4475-01",-2.33841568118874,2.95923171517724,"patient tumor","gastric"
"TCGA-CG-4476-01",-2.60372021104298,3.08115206680154,"patient tumor","gastric"
"TCGA-CG-4477-01",-2.17625799499979,3.11414066395462,"patient tumor","gastric"
"TCGA-CG-5716-01",-3.53250587026368,3.81906857528287,"patient tumor","gastric"
"TCGA-CG-5717-01",-6.36958683257084,5.23332562857637,"patient tumor","gastric"
"TCGA-CG-5718-01",-1.7946854475509,3.01902768351114,"patient tumor","gastric"
"TCGA-CG-5719-01",-2.27293743312701,2.59863633247485,"patient tumor","gastric"
"TCGA-CG-5720-11",-3.60863496799483,4.13254695297981,"patient tumor","gastric"
"TCGA-CG-5720-01",-0.830877868698096,3.10549568006904,"patient tumor","gastric"
"TCGA-CG-5721-11",-3.72460361178343,3.80303730326446,"patient tumor","gastric"
"TCGA-CG-5721-01",-1.10944954605688,3.15993835426598,"patient tumor","gastric"
"TCGA-CG-5722-11",-3.69844727046452,3.77514634394266,"patient tumor","gastric"
"TCGA-CG-5722-01",-2.85740116601891,3.23145165110511,"patient tumor","gastric"
"TCGA-CG-5723-01",-1.02897566809098,3.26124819743794,"patient tumor","gastric"
"TCGA-CG-5724-01",-1.22051600209585,3.49922877468876,"patient tumor","gastric"
"TCGA-CG-5725-01",-0.333764828901437,2.10919630206775,"patient tumor","gastric"
"TCGA-CG-5726-01",-1.11743766570999,4.37503196796347,"patient tumor","gastric"
"TCGA-CG-5728-11",-3.72939257856422,3.76362607326817,"patient tumor","gastric"
"TCGA-CG-5730-11",-3.70543995593453,4.25872384546671,"patient tumor","gastric"
"TCGA-CG-5732-01",-2.61002013805617,3.83085679554323,"patient tumor","gastric"
"TCGA-CG-5733-11",-3.75406654970427,3.84611051001098,"patient tumor","gastric"
"TCGA-CG-5734-11",-3.70101376875688,4.21014722830213,"patient tumor","gastric"
"TCGA-CG-5734-01",-3.40776359103227,4.00546777421181,"patient tumor","gastric"
"TCGA-D7-5577-01",-2.85949049181252,3.6473809604882,"patient tumor","gastric"
"TCGA-D7-5578-01",-1.60385621161144,2.69712820179559,"patient tumor","gastric"
"TCGA-D7-6518-01",-3.11841450425782,2.05306570466179,"patient tumor","gastric"
"TCGA-D7-6519-01",-1.9107553422065,2.72104619086921,"patient tumor","gastric"
"TCGA-D7-6520-01",-2.23098879346541,2.65352108912803,"patient tumor","gastric"
"TCGA-D7-6521-01",-2.48286028898768,2.78102647534891,"patient tumor","gastric"
"TCGA-D7-6522-01",-3.1267441157983,2.23404105160499,"patient tumor","gastric"
"TCGA-D7-6524-01",-2.43804558365695,2.53307177754753,"patient tumor","gastric"
"TCGA-D7-6525-01",-1.55579272905935,3.3202616168372,"patient tumor","gastric"
"TCGA-D7-6526-01",-1.43810184891314,2.8283688898475,"patient tumor","gastric"
"TCGA-D7-6527-01",-2.15650682633818,3.53287816524476,"patient tumor","gastric"
"TCGA-D7-6528-01",1.94126061325896,2.21364110443531,"patient tumor","gastric"
"TCGA-D7-6815-01",-1.64035831230188,3.29452785485576,"patient tumor","gastric"
"TCGA-D7-6817-01",-2.19181006998357,3.74761267855412,"patient tumor","gastric"
"TCGA-D7-6818-01",-2.84035491811545,2.00858574111128,"patient tumor","gastric"
"TCGA-D7-6820-01",-2.06357272888779,4.15847815090656,"patient tumor","gastric"
"TCGA-D7-6822-01",-0.424857702184165,2.16915147114899,"patient tumor","gastric"
"TCGA-D7-8570-01",-2.94888037871085,3.4594340432581,"patient tumor","gastric"
"TCGA-D7-8572-01",-1.54913332201466,1.84448062367941,"patient tumor","gastric"
"TCGA-D7-8573-01",-2.92253868424995,3.89386260140043,"patient tumor","gastric"
"TCGA-D7-8574-01",-3.21837128274802,2.47231059483857,"patient tumor","gastric"
"TCGA-D7-8575-01",-2.40939691830087,3.41816337241449,"patient tumor","gastric"
"TCGA-D7-8576-01",-2.11916422986209,3.8818803796991,"patient tumor","gastric"
"TCGA-D7-8578-01",-2.49744256786953,2.39739556310455,"patient tumor","gastric"
"TCGA-D7-8579-01",-2.98167097385183,2.24656433432132,"patient tumor","gastric"
"TCGA-D7-A4YT-01",-1.66020022869723,3.13215708087618,"patient tumor","gastric"
"TCGA-D7-A4YU-01",-2.76263364466925,3.04724465097097,"patient tumor","gastric"
"TCGA-D7-A4YV-01",-2.33046440018453,3.0544264034691,"patient tumor","gastric"
"TCGA-D7-A4YX-01",-2.97083392320625,3.78726416898631,"patient tumor","gastric"
"TCGA-D7-A4YY-01",-1.2090449328591,3.58540109874529,"patient tumor","gastric"
"TCGA-D7-A4Z0-01",-2.58023281644376,2.70094065901142,"patient tumor","gastric"
"TCGA-D7-A6EV-01",-1.57414755008307,4.53096260118655,"patient tumor","gastric"
"TCGA-D7-A6EX-01",-0.726081992257158,2.13339046678872,"patient tumor","gastric"
"TCGA-D7-A6EY-01",-1.57120899047374,3.36136300572788,"patient tumor","gastric"
"TCGA-D7-A6EZ-01",-2.96236862077278,3.73405019304885,"patient tumor","gastric"
"TCGA-D7-A6F0-01",-1.42647362899069,1.77090143598026,"patient tumor","gastric"
"TCGA-D7-A6F2-01",-2.10075749155106,3.28609740204521,"patient tumor","gastric"
"TCGA-D7-A747-01",-3.78210762761869,1.89757408488023,"patient tumor","gastric"
"TCGA-D7-A748-01",-3.14876018643676,-1.13910609914084,"patient tumor","gastric"
"TCGA-D7-A74A-01",-1.54199020623734,4.52596627634324,"patient tumor","gastric"
"TCGA-EQ-8122-01",-1.62407700549173,2.74287238507683,"patient tumor","gastric"
"TCGA-EQ-A4SO-01",-1.68316746572888,4.61614370458419,"patient tumor","gastric"
"TCGA-F1-6177-01",-0.528678762093407,3.83038295882027,"patient tumor","gastric"
"TCGA-F1-6874-01",-1.3032061858307,3.82734403933479,"patient tumor","gastric"
"TCGA-F1-6875-01",-0.305550985087591,2.17701034549544,"patient tumor","gastric"
"TCGA-F1-A448-01",-2.43290212120448,2.51690853222985,"patient tumor","gastric"
"TCGA-F1-A72C-01",-2.00715677268481,3.24950988765087,"patient tumor","gastric"
"TCGA-FP-7735-11",-4.50462364850281,1.65707465319718,"patient tumor","gastric"
"TCGA-FP-7735-01",-1.92052200608755,2.89063069079516,"patient tumor","gastric"
"TCGA-FP-7829-11",-4.52862986912796,1.65447748153192,"patient tumor","gastric"
"TCGA-FP-7829-01",-1.11132661325206,3.7583825434461,"patient tumor","gastric"
"TCGA-FP-7916-01",-2.88656397309524,3.12000176159035,"patient tumor","gastric"
"TCGA-FP-7998-01",-2.97500621448226,3.06228282287834,"patient tumor","gastric"
"TCGA-FP-8099-01",-1.78714153351978,3.63746329634541,"patient tumor","gastric"
"TCGA-FP-8209-01",-3.96892925843247,1.8446633946468,"patient tumor","gastric"
"TCGA-FP-8210-01",-3.25853355844284,2.33201013990422,"patient tumor","gastric"
"TCGA-FP-8211-01",-1.94194532264944,3.54961598137568,"patient tumor","gastric"
"TCGA-FP-8631-01",-2.02539558777286,3.17489824031801,"patient tumor","gastric"
"TCGA-FP-A4BE-01",-1.004090634309,3.66400396821673,"patient tumor","gastric"
"TCGA-FP-A4BF-01",-1.48298160309578,2.83474430193342,"patient tumor","gastric"
"TCGA-FP-A8CX-01",-2.18227210307093,4.16063704557503,"patient tumor","gastric"
"TCGA-FP-A9TM-01",-2.09603100392841,3.81268342804991,"patient tumor","gastric"
"TCGA-HF-7131-01",-2.18182797746475,4.1045693764443,"patient tumor","gastric"
"TCGA-HF-7132-01",-2.4227561619825,3.25628582340866,"patient tumor","gastric"
"TCGA-HF-7133-01",-2.44618043325614,3.30855267421783,"patient tumor","gastric"
"TCGA-HF-7134-01",-1.4964990470239,4.1931866836209,"patient tumor","gastric"
"TCGA-HF-7136-01",-1.49974600090478,1.96315543875189,"patient tumor","gastric"
"TCGA-HF-A5NB-01",-0.934196999394788,3.98166785094044,"patient tumor","gastric"
"TCGA-HJ-7597-01",-1.27311829042398,3.52511087990583,"patient tumor","gastric"
"TCGA-HU-8238-11",-3.71115004686204,4.29399370302721,"patient tumor","gastric"
"TCGA-HU-8238-01",-2.1046701644389,4.05077816380377,"patient tumor","gastric"
"TCGA-HU-8243-01",-1.61438606185148,2.29870845633437,"patient tumor","gastric"
"TCGA-HU-8244-01",-1.37120058004974,4.43495440438968,"patient tumor","gastric"
"TCGA-HU-8249-01",1.58251996119428,1.79119802705864,"patient tumor","gastric"
"TCGA-HU-8602-01",-1.12396225095175,3.53708370602776,"patient tumor","gastric"
"TCGA-HU-8604-01",0.717035169097823,1.44289925795291,"patient tumor","gastric"
"TCGA-HU-8608-01",-2.92234422951355,3.55766155156433,"patient tumor","gastric"
"TCGA-HU-8610-01",-2.42327399374418,3.32549161890064,"patient tumor","gastric"
"TCGA-HU-A4G2-01",-2.07906682025916,3.66437449714851,"patient tumor","gastric"
"TCGA-HU-A4G3-11",-4.48089155142125,1.66380495558072,"patient tumor","gastric"
"TCGA-HU-A4G3-01",-2.06083688360358,4.19303964197519,"patient tumor","gastric"
"TCGA-HU-A4G6-01",-2.85763995450816,3.92628060729165,"patient tumor","gastric"
"TCGA-HU-A4G8-01",-1.12871885729947,3.76808993136436,"patient tumor","gastric"
"TCGA-HU-A4G9-01",-1.3808171363022,4.42405761242775,"patient tumor","gastric"
"TCGA-HU-A4GC-11",-4.49960681189542,1.65694526077802,"patient tumor","gastric"
"TCGA-HU-A4GC-01",-2.11959979014833,4.09030355022034,"patient tumor","gastric"
"TCGA-HU-A4GD-01",-1.30568692713807,2.11948332232691,"patient tumor","gastric"
"TCGA-HU-A4GF-01",-1.38340971034135,3.46995278607169,"patient tumor","gastric"
"TCGA-HU-A4GH-11",-4.40066666852302,1.70332448472549,"patient tumor","gastric"
"TCGA-HU-A4GH-01",-1.72879386759113,4.3076379871793,"patient tumor","gastric"
"TCGA-HU-A4GJ-01",-3.41537920531629,2.95569012250239,"patient tumor","gastric"
"TCGA-HU-A4GN-11",-4.10961347593114,1.82259539222517,"patient tumor","gastric"
"TCGA-HU-A4GN-01",-0.873694894838065,3.74649799393897,"patient tumor","gastric"
"TCGA-HU-A4GP-11",-4.47894636967015,1.66549587504554,"patient tumor","gastric"
"TCGA-HU-A4GP-01",-1.74330379463868,4.56570441929979,"patient tumor","gastric"
"TCGA-HU-A4GQ-01",-1.78465469434055,2.99865616464333,"patient tumor","gastric"
"TCGA-HU-A4GT-01",-0.661022281197091,3.9029566871383,"patient tumor","gastric"
"TCGA-HU-A4GU-01",-0.591045325215078,4.09828334288621,"patient tumor","gastric"
"TCGA-HU-A4GX-01",-1.35706808046998,3.76376186324037,"patient tumor","gastric"
"TCGA-HU-A4GY-11",-4.50765512413672,1.65895619403989,"patient tumor","gastric"
"TCGA-HU-A4GY-01",-3.35023618738432,2.53212539105178,"patient tumor","gastric"
"TCGA-HU-A4H0-01",-2.94365309830789,3.83599155066855,"patient tumor","gastric"
"TCGA-HU-A4H2-01",-1.74451907692422,4.28002925597561,"patient tumor","gastric"
"TCGA-HU-A4H3-01",-0.997474471430266,3.69879435713958,"patient tumor","gastric"
"TCGA-HU-A4H4-01",-1.41987985538383,3.71325687885384,"patient tumor","gastric"
"TCGA-HU-A4H5-01",-0.306001026942015,2.3009221490046,"patient tumor","gastric"
"TCGA-HU-A4H6-01",-1.91188459464532,3.53518384760339,"patient tumor","gastric"
"TCGA-HU-A4H8-01",-1.37668114273074,4.37767037955193,"patient tumor","gastric"
"TCGA-HU-A4HB-11",-4.49247740807059,1.66240244653622,"patient tumor","gastric"
"TCGA-HU-A4HB-01",-2.48954762184122,3.5908065375609,"patient tumor","gastric"
"TCGA-HU-A4HD-01",-1.43992784727509,2.33306125464799,"patient tumor","gastric"
"TCGA-IN-7806-11",-6.52438637875504,5.24050447292259,"patient tumor","gastric"
"TCGA-IN-7806-01",-1.81504399028389,3.6099009306806,"patient tumor","gastric"
"TCGA-IN-7808-01",-3.47589489500784,2.6174751702284,"patient tumor","gastric"
"TCGA-IN-8462-11",-6.58806952470203,5.2283279183562,"patient tumor","gastric"
"TCGA-IN-8462-01",-6.11267445421174,5.22130018219649,"patient tumor","gastric"
"TCGA-IN-8663-11",-6.55115370356981,5.22352679131471,"patient tumor","gastric"
"TCGA-IN-8663-01",-1.51785240968275,3.71439744810153,"patient tumor","gastric"
"TCGA-IN-A6RI-01",-1.77607834823375,4.4186324127675,"patient tumor","gastric"
"TCGA-IN-A6RJ-01",-6.59457211480176,5.19753099312806,"patient tumor","gastric"
"TCGA-IN-A6RL-01",-2.14003417677432,4.01962953407704,"patient tumor","gastric"
"TCGA-IN-A6RN-01",-2.27884188821588,4.05240536019534,"patient tumor","gastric"
"TCGA-IN-A6RO-01",-1.31564183332218,4.52237145565029,"patient tumor","gastric"
"TCGA-IN-A6RR-01",-2.10750388535955,4.05543194759489,"patient tumor","gastric"
"TCGA-IN-A6RS-01",-1.17170315631672,3.96456515492536,"patient tumor","gastric"
"TCGA-IN-A7NR-01",-6.02960432628247,5.20299004774427,"patient tumor","gastric"
"TCGA-IN-A7NT-01",-7.44184056984583,4.75395359888254,"patient tumor","gastric"
"TCGA-IN-A7NU-01",-2.09620294036166,2.99651700782644,"patient tumor","gastric"
"TCGA-IN-AB1V-11",-6.52108968688209,5.2335721939225,"patient tumor","gastric"
"TCGA-IN-AB1V-01",-6.27119109760391,5.23192570918125,"patient tumor","gastric"
"TCGA-IN-AB1X-11",-6.5619555120142,5.23720696963997,"patient tumor","gastric"
"TCGA-IN-AB1X-01",-5.78803609495417,5.14135623045258,"patient tumor","gastric"
"TCGA-IP-7968-11",-6.40557325566367,5.23545812374342,"patient tumor","gastric"
"TCGA-IP-7968-01",-1.78525368237741,3.46686972847509,"patient tumor","gastric"
"TCGA-KB-A6F7-01",-1.47282248724998,1.83697528101199,"patient tumor","gastric"
"TCGA-KB-A93G-01",-2.3252271712945,2.04225011176755,"patient tumor","gastric"
"TCGA-KB-A93H-01",-0.84054191899265,4.14465635353526,"patient tumor","gastric"
"TCGA-KB-A93J-01",-2.50559699493076,3.60243237570576,"patient tumor","gastric"
"TCGA-MX-A5UG-01",-3.02193288937965,2.47620001320513,"patient tumor","gastric"
"TCGA-MX-A5UJ-01",-2.00285496258361,2.97598812079032,"patient tumor","gastric"
"TCGA-MX-A663-01",-1.72047354514796,1.85075157575904,"patient tumor","gastric"
"TCGA-MX-A666-01",-1.51035023729404,1.82810849902028,"patient tumor","gastric"
"TCGA-R5-A7O7-01",-1.82199594475976,3.06654446638422,"patient tumor","gastric"
"TCGA-R5-A7ZE-01",-6.09064083140322,5.2772949762674,"patient tumor","gastric"
"TCGA-R5-A7ZF-01",1.99140748954992,1.6616393516138,"patient tumor","gastric"
"TCGA-R5-A7ZI-01",-1.18746100210486,3.61575989511254,"patient tumor","gastric"
"TCGA-R5-A7ZR-01",-1.78070710470827,4.23734288001904,"patient tumor","gastric"
"TCGA-R5-A805-01",-2.4407967579507,3.27701693657255,"patient tumor","gastric"
"TCGA-RD-A7BS-01",-6.0228213762088,5.20165820996095,"patient tumor","gastric"
"TCGA-RD-A7BT-01",-0.65631772527526,4.04809905572557,"patient tumor","gastric"
"TCGA-RD-A7BW-01",-3.81096546440037,1.93097249892871,"patient tumor","gastric"
"TCGA-RD-A7C1-01",-1.56739562618859,3.56484953294237,"patient tumor","gastric"
"TCGA-RD-A8MV-01",-2.14717754075634,3.5596478474099,"patient tumor","gastric"
"TCGA-RD-A8MW-01",-1.76813016983738,2.75881487537884,"patient tumor","gastric"
"TCGA-RD-A8N0-01",-3.27270931963329,3.28053807563868,"patient tumor","gastric"
"TCGA-RD-A8N1-01",-2.67755938098544,3.21104090354638,"patient tumor","gastric"
"TCGA-RD-A8N2-01",-4.18090324336093,1.75100895985396,"patient tumor","gastric"
"TCGA-RD-A8N4-01",-4.270262490462,1.72167737996356,"patient tumor","gastric"
"TCGA-RD-A8N5-01",-2.36571474574221,2.09226201814688,"patient tumor","gastric"
"TCGA-RD-A8N6-01",-1.71029252320027,1.82483568587014,"patient tumor","gastric"
"TCGA-RD-A8N9-01",-2.91842309055851,2.50449565429834,"patient tumor","gastric"
"TCGA-RD-A8NB-01",-2.2697498541943,2.94312682612304,"patient tumor","gastric"
"TCGA-SW-A7EA-01",-0.865535400978103,3.52769303935932,"patient tumor","gastric"
"TCGA-SW-A7EB-01",-1.7206258313062,1.99756711844165,"patient tumor","gastric"
"TCGA-VQ-A8DT-01",-1.71362542718586,4.57462325918941,"patient tumor","gastric"
"TCGA-VQ-A8DU-01",-1.55583963893749,2.22920161063536,"patient tumor","gastric"
"TCGA-VQ-A8DV-01",-1.43170723885625,1.86629088758809,"patient tumor","gastric"
"TCGA-VQ-A8DZ-01",-1.39766631922486,2.62578699003311,"patient tumor","gastric"
"TCGA-VQ-A8E0-01",-1.97639295044359,4.27502364511243,"patient tumor","gastric"
"TCGA-VQ-A8E2-01",-1.54423251153087,1.80850452108991,"patient tumor","gastric"
"TCGA-VQ-A8E3-01",-1.04525520323201,3.61573075296949,"patient tumor","gastric"
"TCGA-VQ-A8E7-01",-1.75507294738835,3.92993576718147,"patient tumor","gastric"
"TCGA-VQ-A8P2-01",-0.610510968954436,4.00791436664877,"patient tumor","gastric"
"TCGA-VQ-A8P3-01",-1.69024071643951,3.40526280443835,"patient tumor","gastric"
"TCGA-VQ-A8P5-01",-1.64213941394985,3.6907791935808,"patient tumor","gastric"
