,feature,corr,p-value,q-value,EGFRi
BRD:BRD-K48722258-300-10-2,DILAZEP,-0.0318595158520786,0.4591825997820937,0.8975371832432246,
BRD:BRD-K67943528-050-01-4,LISURIDE,-0.0318722340892155,0.4544601402928722,0.8940429638812969,
BRD:BRD-K43900408-001-02-9,AMG-176,-0.0318723481369029,0.3576516376348512,0.8610745312631481,
BRD:BRD-K72029282-001-22-0,PROBUCOL,-0.031905374018982,0.4552234640757142,0.8940429638812969,
BRD:BRD-K35520305-001-17-7,DACARBAZINE,-0.0319216544345564,0.4558181397635784,0.8940637618763221,
BRD:BRD-K00003512-001-01-9,BMS-813160,-0.0319550997490019,0.3546767962868117,0.8610745312631481,
BRD:BRD-K60212747-236-01-1,NERIDRONIC-ACID,-0.0319587140006295,0.4649579006468631,0.9002379098957433,
BRD:BRD-K52080565-001-09-2,NANDROLONE,-0.0320251927849754,0.4502507141707993,0.8925749648479192,
BRD:BRD-A10652366-238-04-1,FOSFOMYCIN,-0.0320297768005843,0.4639653354803388,0.9002379098957433,
BRD:BRD-K52113681-003-02-1,CP-339818,-0.0320616351416696,0.4538437008493828,0.8940429638812969,
BRD:BRD-K92213669-001-01-3,LOMITAPIDE,-0.0320617222618616,0.4704466003110388,0.903982299795753,
BRD:BRD-A47940219-001-01-4,CE3F4,-0.0320695938846194,0.4879460786530747,0.9099627327385308,
BRD:BRD-A55913614-316-09-6,PRIMAQUINE,-0.0320703415912588,0.4496119947103414,0.8925749648479192,
BRD:BRD-K35629949-001-02-0,SR-27897,-0.0321043598727399,0.4532420247308585,0.8936855310742534,
BRD:BRD-K00003157-001-01-9,DEBIO-0932,-0.0321308921999383,0.3523218194187241,0.8601975334396278,
BRD:BRD-K48888725-001-01-9,CG-400549,-0.03218644573374,0.4545850371512316,0.8940429638812969,
BRD:BRD-K34663752-001-09-1,6-CHLOROMELATONIN,-0.0322001312358668,0.4494181672538106,0.8925749648479192,
BRD:BRD-K36163066-304-02-4,ROSE-BENGAL-LACTONE,-0.0322064052502071,0.485624916699355,0.909806889460146,
BRD:BRD-K34870043-001-01-8,ADOPRAZINE,-0.0322417306624188,0.4500687913943085,0.8925749648479192,
BRD:BRD-A65683612-001-07-7,PHENYLPIRACETAM,-0.0323251487385511,0.4547443526273167,0.8940429638812969,
BRD:BRD-K30519779-001-03-1,HOMOQUINOLINIC-ACID,-0.0323889403732183,0.4451193739378182,0.8900432124468005,
BRD:BRD-K61524559-001-04-7,PFI-3,-0.0324281968281513,0.3478818349548576,0.8575332310734699,
BRD:BRD-K00003409-001-01-9,CFI-402257,-0.0324537993808237,0.3489444090076442,0.8588805453504232,
BRD:BRD-K11640013-001-15-8,SULFAMETHAZINE,-0.0324772163677006,0.4459373017509478,0.8902700315015925,
BRD:BRD-K00004606-001-01-9,AZD3839,-0.0324814008678744,0.3485344460924545,0.8588239608007261,
BRD:BRD-K00003271-001-01-9,JD-5037,-0.032500112256397,0.3465254723151332,0.8573006135393778,
BRD:BRD-K70821460-300-02-4,4-METHYLHISTAMINE,-0.032514728248423,0.4466544747061744,0.8906335707079094,
BRD:BRD-A07232941-001-02-7,8-M-PDOT,-0.0325651437384221,0.4447062045153941,0.8900432124468005,
BRD:BRD-A96529864-001-01-3,ISOSTEVIOL,-0.0325681640786157,0.4434258274305437,0.8900432124468005,
BRD:BRD-K14681867-001-01-6,SOMATOSTATIN,-0.0325723967561082,0.4508768853017408,0.8926417709232296,
BRD:BRD-K53318339-001-24-9,VINPOCETINE,-0.0325865098327199,0.4519518488708632,0.8926417709232296,
BRD:BRD-K10995081-001-27-9,PERPHENAZINE,-0.0325981200375786,0.4505192353168413,0.8925749648479192,
BRD:BRD-K46018455-001-27-6,BEZAFIBRATE,-0.0326163613383733,0.4485787677041034,0.8925749648479192,
BRD:BRD-K28030264-001-02-7,N-HYDROXYNICOTINAMIDE,-0.0326313954638358,0.4798832359613229,0.907372387079,
BRD:BRD-A48376327-003-01-5,IGMESINE,-0.0326419325658389,0.449910446043108,0.8925749648479192,
BRD:BRD-K20075662-300-04-0,BETAZOLE,-0.0326796833385135,0.441865535753651,0.889341214343352,
BRD:BRD-K00003318-300-01-9,DECLOXIZINE,-0.0326874695693414,0.3440389470133601,0.855475260489775,
BRD:BRD-A47449001-004-13-7,IPRATROPIUM,-0.0327325441895522,0.4403028893770948,0.8892235386686352,
BRD:BRD-K18399440-001-11-9,CLONIXIN,-0.0327484389632758,0.3428512523787858,0.855475260489775,
BRD:BRD-K47832606-001-30-1,FLOXURIDINE,-0.0327696424867464,0.44309710499903,0.8900432124468005,
BRD:BRD-K60443845-001-08-6,CHLORMIDAZOLE,-0.0327786234969972,0.4492884943030283,0.8925749648479192,
BRD:BRD-K69195780-004-08-4,NAN-190,-0.0328338779320772,0.4388881512342038,0.8889921846417186,
BRD:BRD-K52256627-300-06-6,CHLORHEXIDINE,-0.0328383464508795,0.4408933737677938,0.8892663079509153,
BRD:BRD-K97521363-001-16-1,CLORSULON,-0.0328782575860404,0.4403379403710559,0.8892235386686352,
BRD:BRD-A75769826-003-02-1,SDM25N,-0.0328848300979744,0.4423302824242341,0.8897386768521302,
BRD:BRD-K00004715-001-01-9,BUTAPROST,-0.0329310631555493,0.3418987148895558,0.8551052776312917,
BRD:BRD-K68567222-001-01-2,BVT-948,-0.0329577576413153,0.4400651887635504,0.8892235386686352,
BRD:BRD-K87573013-001-01-0,CL-225385,-0.0329733530122471,0.4453203412504181,0.8900432124468005,
BRD:BRD-K00003388-001-01-9,CXD101,-0.0329975135225384,0.3409249845133706,0.8538612994321028,
BRD:BRD-K00003312-003-01-9,SULTOPRIDE,-0.0329999779703064,0.3394431101123688,0.8527128718094978,
BRD:BRD-A04447196-001-01-8,GEPEFRINE,-0.0330097804971863,0.4448174569189136,0.8900432124468005,
BRD:BRD-K68358632-001-01-0,TCS-HDAC6-20B,-0.0330364381762632,0.4749175584960142,0.905757978936254,
BRD:BRD-K55420858-001-01-0,MIRIN,-0.0330419671131592,0.3388286149841881,0.8527128718094978,
BRD:BRD-K63150726-001-02-1,JTE-907,-0.0330554291594809,0.4362175233570669,0.8872262900787388,
BRD:BRD-K04843302-001-02-5,2-ETHOXYBENZOIC-ACID,-0.0330787874128854,0.4743512743287689,0.9055133852760586,
BRD:BRD-K14705039-001-16-4,SULFATHIAZOLE,-0.033081085151161,0.4375214317156129,0.8875374247937928,
BRD:BRD-K00003232-001-01-9,FEVIPIPRANT,-0.0330821637974793,0.3382410198905091,0.8527128718094978,
BRD:BRD-K61536336-001-01-7,SB-366791,-0.0330883817752661,0.4365889686692845,0.8872262900787388,
BRD:BRD-A58955223-001-03-8,SULFORAPHANE,-0.0331072611744141,0.4350844186692579,0.8872262900787388,
BRD:BRD-K98530306-003-18-3,CLONIDINE,-0.0331252529911862,0.4352484965065105,0.8872262900787388,
BRD:BRD-K00003169-001-01-9,RAD140,-0.0331572086217407,0.3371457639004742,0.8527128718094978,
BRD:BRD-K82983861-001-04-3,GW-0742,-0.0331970944480721,0.435082750919245,0.8872262900787388,
BRD:BRD-A86216746-046-02-6,VARENICLINE,-0.0332047410740616,0.4417056647950614,0.889341214343352,
BRD:BRD-K00003173-001-01-9,SJG-136,-0.0332378983031611,0.3356823294122745,0.8527128718094978,
BRD:BRD-A17655518-001-24-4,IBUPROFEN,-0.033255810550022,0.4338549012877148,0.8872262900787388,
BRD:BRD-K85402309-001-06-6,DOVITINIB,-0.0332623171159418,0.4362677226844701,0.8872262900787388,
BRD:BRD-K49111258-003-29-7,PRAZOSIN,-0.0332658310271294,0.4358005522810471,0.8872262900787388,
BRD:BRD-K30572193-001-02-0,CTEP,-0.0333071445559113,0.4323153802874943,0.8856479390628114,
BRD:BRD-K45330754-001-21-7,DIETHYLSTILBESTROL,-0.033367605362989,0.4356563315732661,0.8872262900787388,
BRD:BRD-A97701745-001-16-0,PINDOLOL,-0.0333847861500773,0.4312425410305288,0.8855170846289336,
BRD:BRD-K60240222-001-01-4,CARGLUMIC-ACID,-0.0334027404107239,0.4309946712543627,0.8855170846289336,
BRD:BRD-K24556407-001-02-3,ETP-46464,-0.0334353171104758,0.4317926471015563,0.8856326036328876,
BRD:BRD-K49456274-001-01-9,PILARALISIB,-0.033477002223015,0.4366909456669923,0.8872262900787388,
BRD:BRD-A45499626-001-04-9,UBP-296,-0.0334772226752068,0.3330787888115549,0.8527128718094978,
BRD:BRD-K13949769-001-01-7,TENOVIN-6,-0.0334965611765561,0.4297007582343563,0.8851734108819559,
BRD:BRD-M67659203-001-02-7,PAMABROM,-0.033507564311503,0.3320625870567075,0.8527128718094978,
BRD:BRD-K72462751-001-02-7,C-1,-0.0335114604980286,0.4294954840671419,0.8851734108819559,
BRD:BRD-K62782754-337-02-5,TIOTROPIUM,-0.033523490061717,0.4360540143884239,0.8872262900787388,
BRD:BRD-K99984802-100-13-5,FLUNIXIN-MEGLUMIN,-0.0335454091335196,0.4306946083884241,0.8855170846289336,
BRD:BRD-K03549949-001-01-0,XL388,-0.0335598328140227,0.4288294303497964,0.8851734108819559,
BRD:BRD-K97656802-001-02-9,GSK2881078,-0.0335828104903811,0.3324250238736892,0.8527128718094978,
BRD:BRD-K09537769-001-04-0,NU-7026,-0.0335874432857517,0.42844952172827,0.8851734108819559,
BRD:BRD-K68997413-001-05-1,PF-3845,-0.0336194558616679,0.4296773040259344,0.8851734108819559,
BRD:BRD-A69917777-065-02-2,AMINOPENTAMIDE,-0.0336290042592796,0.4299648074148411,0.8851734108819559,
BRD:BRD-K55529781-236-03-8,FUREGRELATE,-0.033637576374629,0.4669140114176698,0.9010635868920164,
BRD:BRD-A47364545-003-02-6,SK&F-10047-(+),-0.0336610504264039,0.4316281712007678,0.8856025774590791,
BRD:BRD-K94358652-001-02-1,DAPTOMYCIN,-0.0337480427106982,0.441203058455146,0.889341214343352,
BRD:BRD-K07881437-001-03-8,DANUSERTIB,-0.0337713266048083,0.4356685281412518,0.8872262900787388,
BRD:BRD-K26169680-003-01-9,ROBALZOTAN,-0.0337725390236985,0.4651274271615134,0.9002379098957433,
BRD:BRD-K41895652-001-02-9,JNJ-27141491,-0.0337788225426764,0.3287393679203384,0.849998722956743,
BRD:BRD-K55192287-051-01-1,RO-48-8071,-0.0338086077803717,0.4641733920174166,0.9002379098957433,
BRD:BRD-K60918217-001-03-8,LAQUINIMOD,-0.0338170982276722,0.439391401285773,0.8891999847296891,
BRD:BRD-K14920963-304-02-7,ERYTHROSINE,-0.033831407802942,0.4276127371934224,0.8851734108819559,
BRD:BRD-K00003346-003-01-9,MINOCYCLINE,-0.0338686945365919,0.3265864620361489,0.8469267730798572,
BRD:BRD-A13946108-001-17-1,SULINDAC,-0.0338721779622444,0.4278983125614494,0.8851734108819559,
BRD:BRD-K73303757-001-21-6,4-METHYLGENISTEIN,-0.0338789433605924,0.4278059936323643,0.8851734108819559,
BRD:BRD-K71266197-236-02-7,PSB-06126,-0.0338816950088671,0.4260856984205269,0.8851125645716922,
BRD:BRD-K77634909-001-03-5,AEG3482,-0.0339077221822742,0.4257301877833559,0.8851125645716922,
BRD:BRD-K80060353-303-03-9,IEM1754,-0.0340609847805766,0.4360969598152742,0.8872262900787388,
BRD:BRD-K73529671-001-02-9,TROXERUTIN,-0.0340693394319578,0.4364238164615194,0.8872262900787388,
BRD:BRD-K19958299-001-02-9,TCS-2210,-0.0340889185153779,0.3243160282123815,0.8448159177420468,
BRD:BRD-K50660797-001-05-1,EPICATECHIN-GALLATE-(-),-0.0341545516827787,0.4291792029446997,0.8851734108819559,
BRD:BRD-K11215326-001-03-7,TAZEMETOSTAT,-0.0341758560519152,0.4345502002913444,0.8872262900787388,
BRD:BRD-A95683721-001-03-8,KW-3902,-0.034178417124379,0.4597774636282652,0.8978989332645878,
BRD:BRD-K95161686-001-02-8,OCTISALATE,-0.0342218491274793,0.4218743655561023,0.8831405029449061,
BRD:BRD-K94083718-001-03-9,OICR-9429,-0.0342373846045469,0.3222120045786237,0.8434358606253021,
BRD:BRD-K71103788-003-12-0,DULOXETINE,-0.034239805476189,0.4228985427861191,0.883890269015398,
BRD:BRD-K64338723-001-01-6,MILACEMIDE,-0.0342740657047251,0.4232830404666434,0.883890269015398,
BRD:BRD-K81197548-003-01-4,NSC-632839,-0.0343282423166673,0.420010187604357,0.8811107460197758,
BRD:BRD-K35189033-001-26-1,LEVONORGESTREL,-0.034337854176461,0.4190383231515309,0.8808606905784437,
BRD:BRD-K19085898-001-01-8,DARAPLADIB,-0.0343462366606757,0.4214574620764015,0.8831405029449061,
BRD:BRD-K86872788-065-01-5,SPARTEINE-(-),-0.0343529175198292,0.3200023573546885,0.8418825815635229,
BRD:BRD-K31476763-001-01-5,AZD9668,-0.0343590300733059,0.4217088352167831,0.8831405029449061,
BRD:BRD-A90799790-001-19-9,ISRADIPINE,-0.0343787579579865,0.417644621837795,0.8806561557386706,
BRD:BRD-K39558284-001-01-2,SDZ-WAG-994,-0.0344509178959897,0.4200428819265197,0.8811107460197758,
BRD:BRD-K46580984-001-03-6,PHENSERINE,-0.0344524409959619,0.4255953514091752,0.8851125645716922,
BRD:BRD-K51662849-001-08-8,ILOMASTAT,-0.03452905429297,0.4306983339926039,0.8855170846289336,
BRD:BRD-K00004574-001-01-9,ARIPIPRAZOLE-LAUROXIL,-0.0345438387658423,0.3170299166583835,0.8389448271508415,
BRD:BRD-K14235254-001-01-2,GTS21,-0.0345516933672374,0.4174118522493644,0.8806561557386706,
BRD:BRD-K33151569-003-09-7,DEOXYEPINEPHRINE,-0.0345842512018705,0.4173963330896368,0.8806561557386706,
BRD:BRD-K01039503-001-01-2,SOFALCONE,-0.0345936236429347,0.4181189566598779,0.8806561557386706,
BRD:BRD-A32597168-001-03-6,LETOSTEINE,-0.0346381780830069,0.4183711956445501,0.8806561557386706,
BRD:BRD-K34843150-001-03-0,ACT-132577,-0.0346809388267052,0.3159791496170739,0.8375890936279619,
BRD:BRD-K18922609-004-23-1,NEOSTIGMINE,-0.0346937335240444,0.4167723928986683,0.8806561557386706,
BRD:BRD-K81341251-001-02-9,TRAM-39,-0.0347105538561007,0.3149873090104176,0.8367233156196292,
BRD:BRD-A71157293-003-10-0,FURSULTIAMINE,-0.034748401924251,0.4126527363175042,0.8806561557386706,
BRD:BRD-K20482099-001-09-4,RUTIN,-0.0347678313979565,0.4266294189179445,0.8851125645716922,
BRD:BRD-A35425966-001-02-3,CIQ,-0.0347847014700782,0.4518502425548546,0.8926417709232296,
BRD:BRD-A27911617-001-01-7,AC-55541,-0.0347981278047536,0.4516755683209829,0.8926417709232296,
BRD:BRD-K69577666-001-01-3,SGC-0946,-0.0348065183656255,0.4118711189649838,0.8806158991871748,
BRD:BRD-K05900209-001-03-4,DEXLANSOPRAZOLE,-0.0348425814635679,0.4256352473517367,0.8851125645716922,
BRD:BRD-A70182876-001-11-9,AZAPROPAZONE,-0.0348705712655911,0.3127602094714048,0.8351721368067392,
BRD:BRD-K53532120-003-11-1,U-50488-(-),-0.0349093794294133,0.4138804507597536,0.8806561557386706,
BRD:BRD-K70161083-001-06-9,CAROVERIN,-0.0349191710816211,0.3117971467014306,0.8337130131478415,
BRD:BRD-K51265828-001-01-0,M-25,-0.0349426646604758,0.4497975817685688,0.8925749648479192,
BRD:BRD-K81130846-001-17-4,SALICYLAMIDE,-0.0349436863380136,0.4121447640486853,0.8806353783813051,
BRD:BRD-K94266545-001-24-1,RONIDAZOLE,-0.0349515982865611,0.4116145526036739,0.8803500453695023,
BRD:BRD-K71055333-224-05-8,ETAMSYLATE,-0.0349828274774831,0.4163327444941634,0.8806561557386706,
BRD:BRD-K89048337-001-06-9,PUERARIN,-0.0349913762163439,0.4127839394704174,0.8806561557386706,
BRD:BRD-K41304947-001-03-2,HA-966-(S)-(-),-0.0350485082124893,0.4086259871228007,0.8797852816492548,
BRD:BRD-A60765580-001-03-4,SERATRODAST,-0.0350506860759496,0.3102658113249652,0.8319888821101843,
BRD:BRD-K96155658-001-02-9,EXO-IWR-1,-0.0350554833272114,0.3107779694853421,0.8326055833941147,
BRD:BRD-K46331928-001-05-8,ETHYNODIOL-DIACETATE,-0.0350560560794068,0.4102174476120898,0.8798916615304428,
BRD:BRD-K46585355-001-14-3,ACETYLSALICYLSALICYLIC-ACID,-0.03506179531142,0.4092932216480128,0.8797852816492548,
BRD:BRD-K00004545-001-01-9,CRISDESALAZINE,-0.0350758774701291,0.3113666367854896,0.8328963711200442,
BRD:BRD-A25619068-003-03-4,FADROZOLE,-0.03508632744936,0.4081201989636739,0.8797852816492548,
BRD:BRD-K25243230-001-01-2,OXYTOCIN,-0.0351001554562218,0.4165054765199684,0.8806561557386706,
BRD:BRD-K18619710-001-14-4,DIGOXIGENIN,-0.0351148570930435,0.411135920549896,0.8798916615304428,
BRD:BRD-K10029415-005-06-9,ENISAMIUM-IODIDE,-0.0351322019664936,0.4083526937534399,0.8797852816492548,
BRD:BRD-K00004585-001-01-9,SORAPRAZAN,-0.035167926673031,0.3083605667687852,0.830095881845815,
BRD:BRD-K63919159-003-07-0,APTIGANEL,-0.0351940930734534,0.4152585890069606,0.8806561557386706,
BRD:BRD-K00003112-001-01-9,GDC-0575,-0.0352186716013047,0.3076626041080745,0.830095881845815,
BRD:BRD-K63736853-001-04-8,ACIPIMOX,-0.035225725522291,0.4131019746715945,0.8806561557386706,
BRD:BRD-K28029915-001-02-2,DOLASETRON,-0.0352357103570759,0.408246598933879,0.8797852816492548,
BRD:BRD-A19633847-050-32-1,PERHEXILINE,-0.0352585535295478,0.4058215841276162,0.8792781109283185,
BRD:BRD-K73753850-003-01-6,HEXAMINOLEVULINATE,-0.0352666650669057,0.4142968072448726,0.8806561557386706,
BRD:BRD-K00003411-001-01-9,BAMAQUIMAST,-0.0352831581622518,0.308514115238477,0.830095881845815,
BRD:BRD-K00003188-046-01-9,CAPROMORELIN,-0.0352955556639657,0.3083440538244112,0.830095881845815,
BRD:BRD-K13087974-001-02-5,CGP-52411,-0.0353663519820705,0.4090790300211104,0.8797852816492548,
BRD:BRD-K20497775-001-06-9,L-KYNURENINE,-0.0353760401807892,0.3055047465689079,0.8271488427584225,
BRD:BRD-K00003434-001-01-9,MIRIDESAP,-0.0353833617363118,0.3054045970227502,0.8271488427584225,
BRD:BRD-K01663662-003-20-2,DIPHENIDOL,-0.0353863142625751,0.4066714438215981,0.8796681198714101,
BRD:BRD-K00004737-001-01-9,NITROFLURBIPROFEN,-0.0354073805107407,0.3053647679675183,0.8271488427584225,
BRD:BRD-K19388745-003-01-7,COLFORSIN-DAPROATE,-0.0354213076148466,0.4057805248567485,0.8792781109283185,
BRD:BRD-K00003136-001-01-9,MITAPIVAT,-0.0354378618372075,0.30465978834662,0.8269159685331415,
BRD:BRD-K49215523-001-04-2,GSK2636771,-0.0354512587075407,0.4075243645709954,0.8797852816492548,
BRD:BRD-A38592941-001-02-7,TIMONACIC,-0.0355093660794193,0.4024879429015106,0.8785589697532479,
BRD:BRD-K99750640-236-20-3,CEFAZOLIN,-0.0355148000317925,0.3044770019114792,0.8269159685331415,
BRD:BRD-K00003190-001-01-9,MK-0557,-0.0355355330842747,0.303328008296623,0.8267277781049864,
BRD:BRD-K70505054-003-12-4,RANITIDINE,-0.0355569446464137,0.4027060507462881,0.8785589697532479,
BRD:BRD-K00003119-066-01-9,PRADEFOVIR,-0.0355611148741179,0.3029798313272249,0.8267277781049864,
BRD:BRD-A25625670-001-02-7,GGSTOP,-0.0355977076946953,0.3033487476585284,0.8267277781049864,
BRD:BRD-K77073709-435-01-2,CEFMINOX,-0.0356473114009512,0.4092737407537811,0.8797852816492548,
BRD:BRD-K00003454-001-01-9,SECLIDEMSTAT,-0.0356609196834492,0.3019124338578523,0.8264394193787412,
BRD:BRD-K10071630-001-01-0,ERTUGLIFLOZIN,-0.0356620543949704,0.4008909140104148,0.8779217583130597,
BRD:BRD-A84202322-001-01-7,NAV-26,-0.0356970228825928,0.4400680177415666,0.8892235386686352,
BRD:BRD-K90830492-305-01-4,DELTARASIN,-0.0357248854386849,0.4397109718746018,0.8892235386686352,
BRD:BRD-K73610817-001-10-9,UC-112,-0.0357681775061426,0.3004597857555626,0.8264394193787412,
BRD:BRD-K20545304-001-01-6,BARDOXOLONE,-0.0357831351166056,0.4022846606974063,0.8785589697532479,
BRD:BRD-K00003373-001-01-9,GSK3179106,-0.0358301807546288,0.3010692739178424,0.8264394193787412,
BRD:BRD-K69555850-001-02-9,AZD0156,-0.0358386524988885,0.3009549228667912,0.8264394193787412,
BRD:BRD-K30930903-001-01-3,WIN-18446,-0.0358557493229082,0.4375467346601557,0.8875374247937928,
BRD:BRD-K05528470-305-02-2,L-745870,-0.0359236442494321,0.398295375597451,0.8757995515656973,
BRD:BRD-K82746043-001-15-1,NAVITOCLAX,-0.0359627554721561,0.3973549359246216,0.8757995515656973,
BRD:BRD-K49460120-001-02-5,10058-F4,-0.0359744844629973,0.3980550800782235,0.8757995515656973,
BRD:BRD-A15687940-001-05-6,CLOFEDANOL,-0.0359801088741068,0.4049118417017061,0.8787167672913817,
BRD:BRD-K38564664-001-01-1,ROLZIRACETAM,-0.0359981809071211,0.4046757719288193,0.8787167672913817,
BRD:BRD-K49236613-001-02-3,6-IODO-NORDIHYDROCAPSAICIN,-0.0360202738132619,0.3991713891915407,0.8764687674963076,
BRD:BRD-K40581315-034-02-9,BUTABINDIDE,-0.036031621434544,0.2974890987453539,0.8259726519793856,
BRD:BRD-K60369935-001-18-3,RIBAVIRIN,-0.0360354487459551,0.3959746281203733,0.8755250097906828,
BRD:BRD-K70751730-001-10-4,IOX1,-0.036054194039447,0.2971863547030116,0.8259726519793856,
BRD:BRD-K56940914-001-04-2,CRESOL,-0.0360612857324728,0.3973452972619984,0.8757995515656973,
BRD:BRD-K38055836-001-21-1,ETHAMIVAN,-0.0360777967250394,0.3967006498041088,0.8755250097906828,
BRD:BRD-K01129913-001-01-5,WALRYCIN-B,-0.0361077155808999,0.297338151143817,0.8259726519793856,
BRD:BRD-K08206212-002-01-0,ENTECAVIR,-0.0361411203629304,0.4041323135336103,0.8787167672913817,
BRD:BRD-K34713073-001-01-3,PD-123319,-0.0361414914256541,0.3950117114663416,0.8755250097906828,
BRD:BRD-K62378877-001-05-9,CLANFENUR,-0.0361461494356273,0.2950897070871258,0.8259726519793856,
BRD:BRD-K04657451-001-01-0,D-DELTA-TOCOPHEROL,-0.0361468611631511,0.4009852909327147,0.8779217583130597,
BRD:BRD-K86307448-001-19-1,ALLOPURINOL,-0.036159138007995,0.4083472938520878,0.8797852816492548,
BRD:BRD-K40366680-001-03-3,CAY10505,-0.036210904039623,0.3949596991595056,0.8755250097906828,
BRD:BRD-K31394475-001-01-9,CP-376395,-0.036234356396157,0.4327201052966034,0.8859318760961825,
BRD:BRD-K88701661-001-02-9,DIMERCAPTOSUCCINIC-ACID,-0.0362467451904873,0.4099181950166117,0.8798916615304428,
BRD:BRD-K10596918-001-02-9,DC-260126,-0.0362816047253847,0.2941477923032614,0.8259726519793856,
BRD:BRD-K32405725-001-02-8,ETOMOXIR,-0.0363503761517775,0.3957265450008052,0.8755250097906828,
BRD:BRD-K00003262-001-01-9,NICODICOSAPENT,-0.0363512530990234,0.2926443432598016,0.8259726519793856,
BRD:BRD-K50422030-001-05-3,CLOMETHIAZOLE,-0.0363649528455039,0.3955369870013274,0.8755250097906828,
BRD:BRD-K00003304-001-01-9,MK-1064,-0.036393070707601,0.2920891122291493,0.8259726519793856,
BRD:BRD-K81689258-001-04-8,GSK2606414,-0.0365756095622557,0.2902503498367291,0.8251438211840061,
BRD:BRD-K53896891-001-01-2,METHANESULFONYL-FLUORIDE,-0.0366316134104297,0.2895118927834135,0.8246209440935505,
BRD:BRD-K53814070-310-01-3,RIPASUDIL,-0.0366512373097124,0.3948803969788024,0.8755250097906828,
BRD:BRD-K35559145-050-08-5,LEVOMEPROMAZINE,-0.0366568716765854,0.3874460594728676,0.8700356244569327,
BRD:BRD-K89391146-001-08-0,RG108,-0.0366719950508479,0.3977026770830929,0.8757995515656973,
BRD:BRD-K63979671-001-11-9,ETIFENIN,-0.0367044037002415,0.2879776217670662,0.8233406496100012,
BRD:BRD-K72259270-003-25-6,DYCLONINE,-0.0367349518489585,0.395121589145385,0.8755250097906828,
BRD:BRD-K59590127-001-04-5,CHLORPROPHAM,-0.036739908120616,0.4268173658949898,0.8851125645716922,
BRD:BRD-K38527262-300-01-0,ATIPRIMOD,-0.0367457339994008,0.3954244767021734,0.8755250097906828,
BRD:BRD-K94979336-001-20-0,IBMX,-0.0367660713830255,0.4264879504164277,0.8851125645716922,
BRD:BRD-K81326768-001-04-0,ZOMEPIRAC,-0.0368578201506277,0.3869951771491003,0.8700356244569327,
BRD:BRD-K12251893-065-04-7,VINCRISTINE,-0.0368731336284463,0.3880947151404776,0.8700356244569327,
BRD:BRD-K66213167-001-01-2,RX-3117,-0.0368791072715875,0.4245716709655679,0.8844800329439146,
BRD:BRD-M92675308-003-07-1,EFONIDIPINE-MONOETHANOLATE,-0.0368989770701462,0.3877620104120303,0.8700356244569327,
BRD:BRD-K97365803-001-02-1,PI-828,-0.03692977113344,0.3886694256297657,0.8700356244569327,
BRD:BRD-A17883755-001-06-1,LENALIDOMIDE,-0.0369469650997525,0.3845557528219908,0.8695765134736555,
BRD:BRD-K25991633-001-01-9,BMS-649,-0.0369758603076675,0.3876419167144944,0.8700356244569327,
BRD:BRD-K09635314-001-03-4,M-3M3FBS,-0.0370163271974282,0.3871223475370582,0.8700356244569327,
BRD:BRD-A51747092-003-03-0,MOPROLOL,-0.0370335222297062,0.3847343900664185,0.8695765134736555,
BRD:BRD-K40175214-001-11-6,TORIN-1,-0.0370871041351664,0.3818956999813038,0.8689889167722219,
BRD:BRD-K81876028-300-02-0,CP-93129,-0.0370956999954852,0.3839362720927115,0.8695765134736555,
BRD:BRD-K87316765-001-01-4,PRINABEREL,-0.0370975732588704,0.3909124329942021,0.8715903176497233,
BRD:BRD-K17295893-001-01-0,NASTORAZEPIDE,-0.0371013563364127,0.3908640882635518,0.8715903176497233,
BRD:BRD-A31204924-001-14-2,MITOTANE,-0.0371056347661093,0.2833121348298464,0.8184544595333371,
BRD:BRD-A05186015-003-19-8,BUPROPION,-0.0372343249515355,0.3821605145581785,0.8691156448914602,
BRD:BRD-A07440155-003-25-4,LABETALOL,-0.0372973044031107,0.3813554226176169,0.8680562064232799,
BRD:BRD-K47878171-086-06-0,BEPHENIUM-HYDROXYNAPHTHOATE,-0.0372996709088282,0.4033872093650089,0.8787167672913817,
BRD:BRD-K66295376-001-13-1,FERULIC-ACID,-0.0373314876896362,0.3874864570548188,0.8700356244569327,
BRD:BRD-K91900765-001-07-6,VX-745,-0.0373439718627217,0.3877712221811066,0.8700356244569327,
BRD:BRD-K43806473-066-02-1,CAMOSTAT-MESILATE,-0.0373605818360533,0.3805475678527346,0.8677139109207422,
BRD:BRD-K45044657-001-01-4,TC-H-106,-0.0373906222090613,0.2796282898164412,0.8165636638587129,
BRD:BRD-K92441787-001-04-1,BEXAROTENE,-0.0374092525488162,0.3777717328583219,0.8663867323117832,
BRD:BRD-K41713976-300-02-6,E-4031,-0.0374281787547589,0.3809873223683226,0.8677985822918965,
BRD:BRD-K77432251-001-01-2,ABAFUNGIN,-0.0374816036136907,0.3855793252436981,0.8697278553642068,
BRD:BRD-K30431096-004-01-3,DOMIPHEN,-0.0375175017398869,0.383354951355184,0.8695765134736555,
BRD:BRD-K96720755-001-02-6,RELCOVAPTAN,-0.0375338007564389,0.3770453268255403,0.8660019891544052,
BRD:BRD-K12568846-001-14-6,AMIDOPYRINE,-0.0375667103129534,0.3757660399190755,0.8646453858190332,
